clean_org,Year,Organisation,Org_type,Local_type,PC.USD.m,TV.USD.m,Cash.USD,Vouchers.USD,Source.PC,Source.TV,Comment,Reasons.for.year-on-year.change,source,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.name,PC.USD.m_subgrant,PC.USD.m_undoubled
plan bleu,2024,Plan Bleu,NGO,,0.275449,0.2203592,,,,,,,FTS,International NGOs,Plan Bleu,0,0.275449
plan international,2015,Plan International,NGO,International,43.8727507585763,32,,,Estimate,Survey,,,Survey,,,0,43.8727507585763
plan international,2016,Plan International,NGO,International,52.4732862125311,38.2730767906718,,,CALP estimate for missing org. data,Estimate,,,Survey,,,0,52.4732862125311
plan international,2017,Plan International,NGO,International,14.0205079877196,11.2164063901757,9.53941888113944,4.48108910658019,Survey,Survey,,,Survey,,,0,14.0205079877196
plan international,2018,Plan International,NGO,International,19.5745221206979,15.6596176965583,13.247743169185,6.32677895151293,Survey,Survey,,,Survey,,,0,19.5745221206979
plan international,2019,Plan International,NGO,International,30,21,18.9,2.1,Survey,Survey,,,Survey,,,1.26683814,28.73316186
plan international,2020,Plan International,NGO,International,31.91534,25.532272,15.3193632,10.2129088,Survey,Survey,,,Survey,,,5.02137372,26.89396628
plan international,2021,Plan International,NGO,International,20.029358,16.0234864,8.2175364,7.80595,Survey,Survey,The figures are estimates calculated from the various CVA programs implemented for 2021 covering 33 country offices. The figure maybe higher but this is a conservative estimate. ,,Survey,,,7.81155138,12.21780662
plan international,2022,Plan International,NGO,International,36.1651316310455,28.9321053069425,26.7476289153374,2.18447639274591,Survey,Survey,,"An increase of 71% in CVA from the previous year was noted due to internal campaigns, CVA deployments, and capacity building within the organization.",Survey,,,27.9570603807796,8.20807125026586
plan international,2023,Plan International,NGO,International,50.6410146619956,46.037286449548,37.6743566454738,12.9666580165218,Survey,Survey,,,Survey,,,4.32664984,46.3143648219956
plan international,2024,Plan International,NGO,,3.90754535,3.12603628,,,,,,,FTS,International NGOs,Plan International,0,3.90754535
plan international,2024,Plan International,NGO,,0.073052,0.0584416,,,,,,,FTS,Internationally Affiliated Organizations,Plan International Bangladesh,0,0.073052
point online,2020,Point Online,NGO,,0.349905,0.273091834437558,,,,,,,FTS,International NGOs,Point Online,0,0.349905
point online,2024,Point Online,NGO,,0.2546,0.20368,,,,,,,FTS,International NGOs,Point Online,0,0.2546
point organization,2024,POINT Organization,NGO,,0.2685,0.2148,,,,,,,FTS,Local NGOs/CSOs,POINT Organization,0,0.2685
polish center for international aid,2017,Polish Center for International Aid,NGO,,1.490772,1.13681757081179,,,,,,,FTS,International NGOs,Polish Center for International Aid,0,1.490772
polish center for international aid,2024,Polish Center for International Aid,NGO,,0.0738,0.05904,,,,,,,FTS,International NGOs,Polish Center for International Aid,0,0.0738
polish humanitarian action,2017,Polish Humanitarian Action,NGO,,0.667594,0.509086962572764,,,,,,,FTS,International NGOs,Polish Humanitarian Action,0,0.667594
polish humanitarian action,2018,Polish Humanitarian Action,NGO,,0.286673,0.218608146300928,,,,,,,FTS,International NGOs,Polish Humanitarian Action,0,0.286673
polish humanitarian action,2019,Polish Humanitarian Action,NGO,,0.88322545,0.678544199942194,,,,,,,FTS,International NGOs,Polish Humanitarian Action,0,0.88322545
polish humanitarian action,2020,Polish Humanitarian Action,NGO,,1.67464014666667,1.30701347416008,,,,,,,FTS,International NGOs,Polish Humanitarian Action,0,1.67464014666667
polish humanitarian action,2021,Polish Humanitarian Action,NGO,,0.11306295,0.0891035315477949,,,,,,,FTS,International NGOs,Polish Humanitarian Action,0,0.11306295
polish humanitarian action,2024,Polish Humanitarian Action,NGO,,0.76155666,0.609245328,,,,,,,FTS,International NGOs,Polish Humanitarian Action,0,0.76155666
positive action for development,2024,Positive Action for Development,NGO,,0.682502,0.5460016,,,,,,,FTS,National NGOs/CSOs,Positive Action for Development,0,0.682502
positive action in the community,2023,Positive Action in the Community,NGO,,0.599989,0.4799912,,,,,,,FTS,International NGOs,Positive Action in the Community,0,0.599989
potsdam institute for climate impact research,2021,Potsdam Institute for Climate Impact Research,NGO,,0.159114,0.125395802238451,,,,,,,FTS,Local/National Private Organizations,Potsdam Institute for Climate Impact Research,0,0.159114
potsdam institute for climate impact research,2022,Potsdam Institute for Climate Impact Research,NGO,,0.077694,0.0614196995519191,,,,,,,FTS,Local/National Private Organizations,Potsdam Institute for Climate Impact Research,0,0.077694
potsdam institute for climate impact research,2023,Potsdam Institute for Climate Impact Research,NGO,,0.019953,0.0159624,,,,,,,FTS,Local/National Private Organizations,Potsdam Institute for Climate Impact Research,0,0.019953
premiere urgence international,2017,Premiere Urgence International,NGO,,4.714996,3.59551312951094,,,,,,,FTS,International NGOs,Première Urgence Internationale,0,4.714996
premiere urgence international,2018,Premiere Urgence International,NGO,,1.98163,1.5111310132252,,,,,,,FTS,International NGOs,Première Urgence Internationale,0,1.98163
premiere urgence international,2019,Premiere Urgence International,NGO,,1.70571676,1.31042896719313,,,,,,,FTS,International NGOs,Première Urgence Internationale,0,1.70571676
premiere urgence international,2020,Premiere Urgence International,NGO,,4.62550308,3.6100859413663,,,,,,,FTS,International NGOs,Première Urgence Internationale,0,4.62550308
premiere urgence international,2021,Premiere Urgence International,NGO,,0.44091098,0.347476564305099,,,,,,,FTS,International NGOs,Première Urgence Internationale,0,0.44091098
premiere urgence international,2022,Premiere Urgence International,NGO,International,5.140235,4.112188,3.084141,1.028047,Survey,Survey,,,Survey,,,0.486587327115892,4.65364767288411
premiere urgence international,2023,Premiere Urgence International,NGO,International,4.34682968882758,3.47746375106207,3.002908,0.474556,Survey,Survey,,,Survey,,,0,4.34682968882758
premiere urgence international,2024,Premiere Urgence International,NGO,,3.874875,3.0999,,,,,,,FTS,International NGOs,Première Urgence Internationale,0,3.874875
private individuals organizations,2023,Private (individuals & organizations),Other,,1.230998,0.9847984,,,,,,,FTS,International Private Organizations,Private (individuals & organizations),0,1.230998
private individuals organizations,2024,Private (individuals & organizations),Other,,0.136129,0.1089032,,,,,,,FTS,International Private Organizations,Private (individuals & organizations),0,0.136129
private voluntary organizations,2024,Private Voluntary Organizations,Other,,0.136129,0.1089032,,,,,,,FTS,Uncategorized Private Organizations,Private Voluntary Organizations,0,0.136129
project concern international,2020,Project Concern International,NGO,,5,3.90237113555906,,,,,,,FTS,International NGOs,Project Concern International,0,5
project hope,2024,Project HOPE,NGO,,1.146999,0.9175992,,,,,,,FTS,International NGOs,Project HOPE,0,1.146999
projet de développement agricole et d élevage à walu ituri,2024,Projet de Développement Agricole et d’Élevage à Walu-Ituri,NGO,,0.033,0.0264,,,,,,,FTS,National NGOs/CSOs,Projet de Développement Agricole et d’Élevage à Walu-Ituri,0,0.033
qatar charity,2017,Qatar Charity,NGO,,0.049973,0.0381078960875153,,,,,,,FTS,International NGOs,Qatar Charity,0,0.049973
qatar charity,2018,Qatar Charity,NGO,,7.190318,5.48311870770598,,,,,,,FTS,International NGOs,Qatar Charity,0,7.190318
qatar charity,2019,Qatar Charity,NGO,,9.70702375,7.45748966389456,,,,,,,FTS,International NGOs,Qatar Charity,0,9.70702375
qatar charity,2020,Qatar Charity,NGO,,0.2541,0.198318501109111,,,,,,,FTS,International NGOs,Qatar Charity,0,0.2541
qatar charity,2022,Qatar Charity,NGO,,16.25539655,12.8504333950923,,,,,,,FTS,International NGOs,Qatar Charity,0,16.25539655
qatar charity,2023,Qatar Charity,NGO,,18.62799941,14.902399528,,,,,,,FTS,International NGOs,Qatar Charity,0,18.62799941
qatar charity,2024,Qatar Charity,NGO,,6.594326,5.2754608,,,,,,,FTS,International NGOs,Qatar Charity,0,6.594326
qatar government of,2020,"Qatar, Government of",Other,,3.588074,2.80039928196998,,,,,,,FTS,National Governments,"Qatar, Government of",0,3.588074
qatar government of,2021,"Qatar, Government of",Other,,1.477259,1.16420979561177,,,,,,,FTS,National Governments,"Qatar, Government of",0,1.477259
qatar government of,2022,"Qatar, Government of",Other,,1.600094,1.26492770014195,,,,,,,FTS,National Governments,"Qatar, Government of",0,1.600094
qatar government of,2023,"Qatar, Government of",Other,,5,4,,,,,,,FTS,National Governments,"Qatar, Government of",0,5
ratana metta organization,2024,Ratana Metta Organization,NGO,,0.07585,0.06068,,,,,,,FTS,National NGOs/CSOs,Ratana Metta Organization,0,0.07585
reach initiative,2022,REACH Initiative,NGO,,0.393701,0.311233777811544,,,,,,,FTS,International NGOs,REACH Initiative,0,0.393701
red cross and red crescent movement,2017,Red Cross and Red Crescent Movement,RCRC,International,1022.72487596669,779.899011455297,643.125384694639,136.773626760659,Estimate,Survey,,,Survey,,,0,1022.72487596669
red cross and red crescent movement,2018,Red Cross and Red Crescent Movement,RCRC,International,956.548870218544,729.43519398312,738.72633946025,36.9509609991832,Estimate,Survey,,,Survey,,,0,956.548870218544
red cross and red crescent movement,2019,Red Cross and Red Crescent Movement,RCRC,International,1092.5862855174,839.387142857143,,,Estimate,Survey,,,Survey,,,489.45375902,603.1325264974
red cross and red crescent movement,2020,Red Cross and Red Crescent Movement,RCRC,International,1189.10236989106,928.063753097545,,,Estimate,Survey,,,Survey,,,138.88269309,1050.21967680106
red cross and red crescent movement,2021,Red Cross and Red Crescent Movement,RCRC,International,1273.07915243626,1003.29814870339,,,Estimate,Survey,Updated based on RCRC cash maps as of 16/05/2023,,Survey,,,10.82810835,1262.25104408626
red cross and red crescent movement,2022,Red Cross and Red Crescent Movement,RCRC,International,1531.30444249654,1210.54725951369,1184.36760424739,26.1796552662995,Estimate,Survey,"CVA amounts for RCRC societies in predominantly donor countries: US = 66.3, CAN = 42.3, AUS = 23.9, UK = 3.7, CHE = 155.9, KOR = 4.7, ESP = 0.5, POR = 1.2, MCO = 0.2, LTU = 1.8, ITA = 1.4, DNK = 3.8, BGR = 2.8, ",,Survey,,,7.44805779,1523.85638470654
red cross and red crescent movement,2023,Red Cross and Red Crescent Movement,RCRC,International,1168.62736368797,973.856136406638,954.379013678505,19.4771227281328,Estimate,Survey,,,Survey,,,50.71092591,1117.91643777797
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,Other,,0.02568225,0.0205458,,,,,,,FTS,International Government Entities; International Red Cross/Red Crescent Movement,Swiss Development Cooperation/Swiss Humanitarian Aid; International Federation of Red Cross and Red Crescent Societies,0,0.02568225
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,3.709159,2.9673272,,,,,,,FTS,International Red Cross/Red Crescent Movement,British Red Cross,0,3.709159
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,42.248284,33.7986272,,,,,,,FTS,International Red Cross/Red Crescent Movement,International Committee of the Red Cross,0,42.248284
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,9.4599,7.56792,,,,,,,FTS,International Red Cross/Red Crescent Movement,International Federation of Red Cross and Red Crescent Societies,0,9.4599
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,0.29921148,0.239369184,,,,,,,FTS,International Red Cross/Red Crescent Movement,Luxembourg Red Cross,0,0.29921148
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,6.238601,4.9908808,,,,,,,FTS,International Red Cross/Red Crescent Movement,Qatar Red Crescent Society,0,6.238601
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,0.07584,0.060672,,,,,,,FTS,International Red Cross/Red Crescent Movement,Red Cross of Monaco,0,0.07584
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,0.35,0.28,,,,,,,FTS,Red Cross/Red Crescent National Societies,Bangladesh Red Crescent Society,0,0.35
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,0.025,0.02,,,,,,,FTS,Red Cross/Red Crescent National Societies,Cameroon Red Cross Society,0,0.025
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,0.106952,0.0855616,,,,,,,FTS,Red Cross/Red Crescent National Societies,Kenya Red Cross Society,0,0.106952
red cross and red crescent movement,2024,Red Cross and Red Crescent Movement,RCRC,,0.19988,0.159904,,,,,,,FTS,Red Cross/Red Crescent National Societies,Mongolian Red Cross,0,0.19988
redr uk,2022,RedR UK,NGO,,0.12133,0.0959154136308383,,,,,,,FTS,International NGOs,RedR UK,0,0.12133
refugee social services,2022,Refugee Social Services,NGO,,0.232333,0.183666989162561,,,,,,,FTS,Local NGOs/CSOs,Refugee Social Services,0,0.232333
rehabilitation education and community health,2019,"Rehabilitation, Education And Community Health",NGO,,2.608696,2.0041491560421,,,,,,,FTS,National NGOs/CSOs,"Rehabilitation, Education And Community Health",0,2.608696
rehabilitation empowerment and better health initiative,2022,Rehabilitation Empowerment and Better Health Initiative,NGO,,0.06796,0.0537246477404745,,,,,,,FTS,National NGOs/CSOs,Rehabilitation Empowerment and Better Health Initiative,0,0.06796
relief and development peer foundation,2024,Relief and Development Peer Foundation,NGO,,0.47718,0.381744,,,,,,,FTS,National NGOs/CSOs,Relief and Development Peer Foundation,0,0.47718
relief coordination center,2024,Relief Coordination Center,NGO,,0.12,0.096,,,,,,,FTS,National NGOs/CSOs,Relief Coordination Center,0,0.12
relief international,2015,Relief International,NGO,International,2.5,1.773,,,Survey,Survey,,,Survey,,,0,2.5
relief international,2016,Relief International,NGO,International,2.99008412427123,2.18091390036617,,,CALP estimate for missing org. data,Estimate,,,Survey,,,0,2.99008412427123
relief international,2017,Relief International,NGO,International,2.39322382927035,1.825,,,Estimate,Survey,,,Survey,,,0,2.39322382927035
relief international,2018,Relief International,NGO,International,2.39787326650386,1.82854552,1.64721852,0.181327,Estimate,Survey,,,Survey,,,0,2.39787326650386
relief international,2019,Relief International,NGO,International,7.56965760087836,5.815443,5.658446,0.156997,Estimate,Survey,,,Survey,,,0.02327955,7.54637805087836
relief international,2020,Relief International,NGO,,3.3809925,2.63877750830833,,,,,,,FTS,International NGOs,Relief International,0,3.3809925
relief international,2021,Relief International,NGO,International,2.89485257793335,2.281398,2.281398,,Estimate,Survey,,,Survey,,,0,2.89485257793335
relief international,2022,Relief International,NGO,International,7.21950802532288,5.707262,0.099203,5.608059,Estimate,Survey,,,Survey,,,0.09794271,7.12156531532288
relief international,2023,Relief International,NGO,,0.26062,0.208496,,,,,,,FTS,International NGOs,Relief International,0,0.26062
relief international,2024,Relief International,NGO,,0.0258,0.02064,,,,,,,FTS,International NGOs,Relief International,0,0.0258
relief society of tigray,2020,Relief Society of Tigray,NGO,,4.109593,3.20743142041911,,,,,,,FTS,Local NGOs/CSOs,Relief Society of Tigray,0,4.109593
rené moawad foundation,2023,René Moawad Foundation,NGO,,0.06078822,0.048630576,,,,,,,FTS,National NGOs/CSOs,René Moawad Foundation,0,0.06078822
rené moawad foundation,2024,René Moawad Foundation,NGO,,0.14235,0.11388,,,,,,,FTS,National NGOs/CSOs,René Moawad Foundation,0,0.14235
right to protection,2024,Right to Protection,NGO,,3.466994,2.7735952,,,,,,,FTS,National NGOs/CSOs,Right to Protection,0,3.466994
rofqa for humanitarian development,2024,Rofqa for Humanitarian Development,NGO,,0.49005,0.39204,,,,,,,FTS,National NGOs/CSOs,Rofqa for Humanitarian Development,0,0.49005
royal heritage health foundation,2024,Royal Heritage Health Foundation,NGO,,0.048,0.0384,,,,,,,FTS,National NGOs/CSOs,Royal Heritage Health Foundation,0,0.048
rural community action for peace and development,2019,Rural Community Action for Peace and Development,NGO,,0.04334235,0.0332980669933872,,,,,,,FTS,National NGOs/CSOs,Rural Community Action for Peace and Development,0,0.04334235
rural community action for peace and development,2020,Rural Community Action for Peace and Development,NGO,,0.0361533,0.0282167188750414,,,,,,,FTS,National NGOs/CSOs,Rural Community Action for Peace and Development,0,0.0361533
rural development support agency,2024,Rural Development Support Agency,NGO,,0.2,0.16,,,,,,,FTS,National NGOs/CSOs,Rural Development Support Agency,0,0.2
